Ligand Number	SMILES
21814	CC(C)(C)[C@@H]1CCN(S(=O)(=O)c2ccc(F)cc2C#N)C1
2563	Cc1cccc2nc(CCNS(=O)(=O)c3ccc(F)cc3C#N)cn12
11388	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(C#N)cc2C2CC2)cc1Br
32280	CS(=O)(=O)c1cccc(Oc2ccc(F)cc2)c1[N+](=O)[O-]
1369	CS(=O)(=O)[C@H]1CC[C@H](OC(=O)[C@@H]2C[C@H]2c2cccc(C#N)c2)C1
6856	COc1ccc(C#N)cc1COc1cc(F)ccc1[N+](=O)[O-]
7562	C[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)CC2(CCCC2)O1
29450	N#Cc1ccc(OC(=O)[C@@H](c2ccccc2)N2Cc3ccccc3C2=O)c(F)c1
4536	Cc1ccc(OS(=O)(=O)c2ccc(F)cc2C#N)cc1C
12721	C[C@@H](NC(=O)C1(c2cc(F)cc(C#N)c2)CC1)[C@@H](O)c1ccc(F)cc1
1825	CC(C)[C@@H](O)CNS(=O)(=O)c1ccc(C(N)=O)cc1N
28579	COc1cc(C#N)ccc1COc1cc(F)cc([N+](=O)[O-])c1
39287	COc1cc(C#N)ccc1OS(=O)(=O)c1ccc(F)cc1C#N
10517	CC1(Oc2cc(F)cc(C#N)c2)CCCC1
37231	CCc1ccccc1NC(=O)COc1cc(F)cc(C#N)c1
26366	C[C@H](NS(=O)(=O)CC1(C#N)CCC1)[C@H](O)c1cccc(F)c1
1549	COc1cc([C@H](C)N[C@@H](CO)CC(F)F)ccc1S(C)(=O)=O
273	N#Cc1cc(F)ccc1S(=O)(=O)N[C@H]1CCN(CC2CC2)C1
29592	Cc1cc(C(=O)OCc2cc(F)cc(C#N)c2)ccc1N
6268	CC(C)(C)OC(=O)N1C[C@@H](O)[C@@H](Oc2cc(F)cc(C#N)c2)C1
39662	C[C@H]1C[C@H](NS(=O)(=O)Cc2cc(C#N)ccc2F)C(=O)O1
11127	N#Cc1cc(F)c(/C=C/C(=O)c2ccc3c(c2)NC(=O)CO3)c(F)c1
2996	CN(C1CCN(Cc2ccc(F)cc2C#N)CC1)S(C)(=O)=O
19484	CC(C)c1ccccc1NC(=O)COc1cc(F)cc(C#N)c1
17486	COc1cc(C(=O)/C=C\c2ccc(C(=O)O)[nH]2)ccc1S(C)(=O)=O
29787	Cc1cc(C#N)ccc1S(=O)(=O)N1C[C@@H](O)[C@H](O)C1
2770	CS(=O)(=O)c1cc(C(=O)O[C@@H](C(N)=O)c2ccc(C#N)cc2)ccc1F
10236	COc1cc([C@@H](C)N[C@H](C)CC(C)(C)O)ccc1S(C)(=O)=O
35061	COc1ccccc1CNS(=O)(=O)Cc1ccc(C#N)cc1F
19437	COc1cc([C@H](C)NC(=O)COc2ccccc2C#N)ccc1S(C)(=O)=O
23982	O=C(CCOc1cccc(F)c1)N1C[C@@H]2CS(=O)(=O)C[C@@H]2C1
30204	C[C@H](NS(=O)(=O)CC1CC1)[C@H](O)c1cccc(F)c1
35539	CN(c1ccccc1O)S(=O)(=O)c1ccc(F)cc1C#N
13406	CNC(=O)[C@H](O)CNS(=O)(=O)c1ccc(F)cc1C#N
19896	COc1cc(F)ccc1S(=O)(=O)N1C[C@@]23CCCC[C@@]2(COC3)C1
16563	Cc1ccc(C)c(Oc2cc(F)cc(C#N)c2)c1C
39369	C[C@@H](NS(=O)(=O)Cc1ccc(F)cc1C#N)[C@@H](O)c1ccccc1
34446	CC[C@H](O)CNS(=O)(=O)c1ccc(C#N)cc1OC
2974	COc1ccc(COc2cc(F)cc(C#N)c2)nn1
32565	Cc1ccccc1CCNC(=O)COc1cc(F)cc(C#N)c1
34651	N#Cc1cc(F)ccc1S(=O)(=O)N1CC[C@@H](CN2CCCC2)C1
37694	CC(C)N(Cc1ccc(C#N)cc1)C(=O)c1cccc(S(C)(=O)=O)c1
22117	N#Cc1cc(F)ccc1S(=O)(=O)Oc1ccc(Br)cc1F
7533	C[C@@H](NS(=O)(=O)c1ccc(C(F)(F)F)cc1C#N)[C@@H](O)c1ccc(F)cc1
24517	Cc1cc(C(=O)Nc2ccc(F)cc2C#N)cc(S(=O)(=O)N(C)C)c1C
7547	Cc1cc(F)ccc1OS(=O)(=O)c1ccccc1C#N
5660	C[C@@H](CCO)CNS(=O)(=O)c1ccc(F)cc1C#N
16557	CN1C[C@H]2CCN(S(=O)(=O)c3ccc(F)cc3C#N)[C@H]2C1
25850	CCOC[C@H](C)CS(=O)(=O)Oc1cc(F)cc(C#N)c1
14162	O=C(Nc1ccc2occc2c1)N[C@@H]1CCCC(F)(F)[C@H]1O
21628	N#Cc1cccc([C@@H](NCCc2cccc(F)c2)P(=O)(O)O)c1
17835	Cc1ccc(C#N)cc1C(=O)N[C@@H](C)[C@H](O)c1cccc(F)c1
16118	C[C@@H]1C[C@H](CO)CCN1S(=O)(=O)c1ccc(F)cc1C#N
22242	CS(=O)(=O)c1ccc(C(=O)OCCOc2cccc(F)c2)cc1Br
4211	C[C@@H](N[C@@H]1CCCC12CC2)c1ccc(S(C)(=O)=O)c(F)c1
31642	C[C@H]1C[C@H](NCc2ccc(C#N)cc2)CN1C(=O)c1cccc(F)c1
38327	Cc1ccc(Br)c(CNS(=O)(=O)c2ccc(F)cc2C#N)c1
28256	COc1cc(C#N)ccc1S(=O)(=O)N[C@@H](C(=O)O)c1cc(F)ccc1F
845	COc1ccc(F)cc1CNS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F
38987	CC[C@@H]1CCCC[C@H]1N(C)S(=O)(=O)c1ccc(F)cc1C#N
18853	CS(=O)(=O)C1CCN(S(=O)(=O)c2cc(F)cc(C#N)c2)CC1
11683	C[C@H]1CCC[C@@H](CNS(=O)(=O)c2ccc(F)cc2C#N)C1
11828	CS(=O)(=O)c1ccccc1S(=O)(=O)N[C@@H](CO)c1cccc(F)c1
16531	CC(=O)[C@H](NS(=O)(=O)c1cc(F)cc(C#N)c1)c1ccccc1F
7959	COc1cc(C#N)ccc1S(=O)(=O)NC[C@@H]1CCC[C@H]2C[C@@H]12
35125	COc1cc(C(=O)/C=C/c2cncs2)ccc1S(C)(=O)=O
39864	C[C@@H](c1cccc(C#N)c1)N(C)C(=O)C[C@@H](O)c1cccc(F)c1
21961	C[C@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)CC[C@@H]1O
8212	CC(C)N[C@@H](C(N)=O)[C@@H](C)Oc1cc(F)cc(C#N)c1
30039	CS(=O)(=O)c1ccc(NC(=O)COc2cccc(F)c2)cc1C(F)F
37597	CC[C@H](O)CCNS(=O)(=O)c1ccc(F)cc1C#N
33283	N#Cc1cc(F)cc(OS(=O)(=O)c2ccc(F)cc2-c2nn[nH]n2)c1
33579	Cc1ccccc1/C=C/C(=O)c1ccc(S(C)(=O)=O)c(F)c1
28267	COc1cc([C@H](C)N[C@H]2C[C@@H](O)C23CCC3)ccc1S(C)(=O)=O
9553	CC[C@H](O)c1ccc(OCc2cc(F)cc(C#N)c2)cc1
25461	C[C@@H](NC(=O)c1ccccc1S(C)(=O)=O)[C@@H](O)c1cccc(F)c1
21129	COc1cc(C#N)ccc1OS(=O)(=O)c1ccc(F)cc1C
1849	COc1cc(N)c(C(=O)N2CCC[C@@H]2c2cccc(F)c2)cc1S(C)(=O)=O
55	CN([C@H]1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(F)cc1C#N
18762	CNCc1cc(F)cc(Oc2cc(C#N)ccc2C)c1
27700	N#Cc1cc(F)cc(S(=O)(=O)N2CCC[C@@H]2[C@@H](C#N)c2ccccc2)c1
40533	COc1ccc(C(=O)N2C[C@H](c3cccc(F)c3)OCC2(C)C)cc1S(C)(=O)=O
28863	CCN(CC)[C@@H](C)CNS(=O)(=O)c1ccc(F)cc1C#N
5012	C[C@H](CCc1ccco1)NS(=O)(=O)c1ccc(F)cc1C#N
26428	C[C@@H](O)c1ccccc1OCc1cc(F)cc(C#N)c1
11952	CS(=O)(=O)NC1CN(Cc2cc(F)ccc2Oc2cc(F)cc(F)c2)C1
5620	Cc1cc(F)ccc1S(=O)(=O)N1C[C@@H](O)[C@@H](F)C1
21536	N#Cc1cc(F)ccc1S(=O)(=O)N1CC(n2cc(C(N)=O)nn2)C1
28957	COc1ccc(N(C)S(=O)(=O)c2ccc(F)cc2C#N)cn1
11343	C[C@H](NC(=O)C(C)(C)c1cc(F)cc(C#N)c1)[C@@H](O)c1ccccc1
19355	CN([C@H]1CCCC[C@H]1S(C)(=O)=O)S(=O)(=O)c1ccc(F)cc1C#N
21656	CS(=O)(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1
35552	CC1=CCN(CCNS(=O)(=O)c2ccc(F)cc2C#N)CC1
29886	COc1ccc(C(=O)N2CCC[C@@H](C#N)C2)cc1S(C)(=O)=O
10799	N#Cc1cc(F)cc(OC[C@H](O)CN2CCCC2=O)c1
36312	C[C@@H](N[C@H]1CCCC12CC2)c1ccc(S(C)(=O)=O)c(F)c1
19069	Cc1ccc(F)cc1S(=O)(=O)NC[C@@H](C[C@H](C)O)c1ccccc1
35174	CN(C[C@@H](O)c1cccc(C#N)c1)c1ccc(S(C)(=O)=O)cc1C(F)(F)F
8862	Cc1cc(F)ccc1CS(=O)(=O)C[C@@H](O)COc1ccc(C#N)cc1
14145	C[C@@H](c1cccc(C#N)c1)N(C)C(=O)CCC(=O)c1cccc(F)c1
3459	COc1ccc(C#N)cc1COc1ccc(F)cc1C(N)=O
28520	Cc1cc(F)ccc1OC[C@H](O)c1cccc(C#N)c1
17204	COc1ccc(C(=O)Nc2cc(C#N)ccc2O)cc1S(C)(=O)=O
30529	Cc1ccc(C(=O)O[C@H](C)c2ccc(C#N)cc2)cc1S(C)(=O)=O
3907	CC[C@@H](C)CN(C)Cc1ccc(S(C)(=O)=O)c(OC)c1
11294	Cc1ccccc1S(=O)(=O)N1[C@H](C#N)[C@@H](c2ccccc2)[C@@H]1CO
18278	N#Cc1cc(F)ccc1CS(=O)(=O)N[C@@H]1C[C@@H]1c1cccc(F)c1
38243	Cc1ccc(C#N)cc1S(=O)(=O)N[C@H](C)C[C@@H](O)c1ccc(F)cc1
38846	CCOc1cc(OCc2ccc(F)cc2C#N)ccc1[N+](=O)[O-]
37686	Cc1cc(C#N)ccc1Oc1ccc(C(=O)NNc2ccc(F)cn2)cc1
28591	C[C@@H](NC(=O)COc1cccc(Br)c1C#N)[C@@H](O)c1cccc(F)c1
11980	COc1cc(C#N)ccc1S(=O)(=O)NCc1cc(F)ccc1F
5745	N#Cc1cc(F)ccc1S(=O)(=O)N1CC[C@@H]2C[C@H](O)CC[C@@H]2C1
386	C[C@@H]1C[C@H](C)N(S(=O)(=O)c2ccc(F)cc2C#N)C1
24682	C[C@@H](OC(=O)c1ccc(S(C)(=O)=O)c(Br)c1)c1cccc(C#N)c1
30157	COc1cc(C#N)ccc1S(=O)(=O)NC[C@H](O)C(F)F
35231	C[C@@H]1CC[C@H](O)[C@H](Oc2ccc(C#N)cc2F)C1
26572	CS(=O)(=O)c1ccc(NC(=O)COc2ccc(C#N)cc2)cc1C(F)F
17007	C[C@@H](CNS(=O)(=O)c1ccc(F)cc1C#N)c1ccc(F)cc1
38390	CN(C)c1cc(C#N)cc(C(=O)Nc2cccc(F)c2S(C)(=O)=O)c1
22226	Cc1ccc(C#N)cc1S(=O)(=O)N1CC[C@H](O)[C@H](F)C1
8227	N#C[C@@H]1[C@@H](c2ccccc2)[C@H](CO)N1S(=O)(=O)c1cccc(F)c1
9353	C[C@H](O)C1CCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1
997	COc1cc([C@H](C)N[C@H](C)c2ccsc2)ccc1S(C)(=O)=O
16897	COc1cc(C#N)ccc1S(=O)(=O)NC[C@H](O)c1c(F)cccc1F
23787	CS(=O)(=O)c1ccccc1COC(=O)C1(c2cc(F)cc(C#N)c2)CC1
33335	COc1cc(Oc2ccc([N+](=O)[O-])cc2CS(=O)(=O)F)ccc1C#N
20031	COc1cc([C@H](C)N[C@@H]2CCC[C@H]2F)ccc1S(C)(=O)=O
32201	COC[C@H]1C[C@@H](O)CN1S(=O)(=O)c1ccc(F)cc1C
25377	Cc1cc(F)c(C#N)c(N[C@H](C)[C@H](O)c2ccc(F)cc2)c1
13440	CN(C)Cc1cc(F)ccc1Oc1ccc(S(C)(=O)=O)cc1
37813	COCc1ccccc1CNC(=O)COc1cc(F)cc(C#N)c1
29399	CNC(=O)Nc1ccc(Oc2ccc(C#N)cc2OC)cc1
28102	N#Cc1cc(NCCOc2cccc(F)c2)cc(N)c1[N+](=O)[O-]
12977	COC(=O)c1ccc(F)c(S(=O)(=O)Oc2cc(F)cc(C#N)c2)c1
491	N#Cc1cc(F)ccc1CS(=O)(=O)N[C@@H]1CCCC(F)(F)[C@H]1O
2043	CC[C@H](NC(=O)c1cc(S(C)(=O)=O)c(OC)cc1N)c1ccc(F)cc1F
22847	Cc1ccc(NC(=O)COc2cc(F)cc(C#N)c2)c(Br)c1
24486	CC[C@H](C#N)C(=O)NCc1ccccc1Oc1cccc(F)c1
21664	COc1ccc(C(=O)N2CCN[C@@H](c3ccc(O)cc3)C2)cc1S(C)(=O)=O
6737	CCN[C@H](C)c1ccc(Oc2ccc(C#N)cc2)c(F)c1
23868	COc1ccc(F)cc1S(=O)(=O)N[C@@H](C)[C@@H](O)c1ccc(F)cc1
21054	Cc1cc(CN[C@@H](C)[C@@H](O)c2cccc(F)c2)ccc1C#N
5271	C[C@@H](C[C@@H](O)c1ccccc1)NS(=O)(=O)c1ccc(C#N)cc1F
16173	N#Cc1cc(F)ccc1S(=O)(=O)N[C@H]1C[C@@H](O)C1
9589	COc1cccc(S(C)(=O)=O)c1NN=Cc1c(F)cc(C#N)cc1F
12865	C/C(=C\c1ccccc1)CN(C)S(=O)(=O)c1ccc(C#N)cc1C
17125	C[C@@H](COc1ccc(F)cc1F)NS(=O)(=O)Cc1cc(C#N)ccc1F
16015	N#Cc1cc(F)cc(OS(=O)(=O)CCCC2CCOCC2)c1
36952	Cc1cc(OS(=O)(=O)c2ccc(C#N)cc2F)ccc1C#N
6691	CC[C@H](C#N)N(CC)C(=O)CCCOc1cccc(F)c1
4522	C[C@H](O)[C@@H](C)NS(=O)(=O)c1ccc(C#N)cc1N
27073	C[C@@H]1CCC[C@@H]([C@H](C)NS(=O)(=O)c2ccc(F)cc2C#N)C1
18686	CS(=O)(=O)c1ccc(NC(=O)c2cc(F)cc3ccoc23)cc1C(F)F
24091	C[C@H](NS(=O)(=O)CC1CC1)[C@H](O)c1ccc(F)cc1
37677	CC(C)[C@H](O)CNS(=O)(=O)Cc1ccc(F)cc1C#N
16594	Cc1cc(C#N)ccc1OC(=O)c1ccc(Br)c(S(C)(=O)=O)c1
14080	COc1ccc(/C=C/C(=O)c2ccc(F)cc2O)cc1C#N
8000	C[C@@H]1C[C@H](CNS(=O)(=O)c2ccc(F)cc2C#N)[C@H](C)O1
27975	C[C@@H](NC(=O)Cn1ccc(=O)c2ccccc21)[C@H](O)c1cccc(F)c1
3392	COc1ccc(NC(=O)C2(c3cc(F)cc(C#N)c3)CC2)cc1S(C)(=O)=O
17668	CS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2C#N)cc1
17840	COc1cc2c(cc1F)CC[C@@H]2NS(=O)(=O)c1ccc(F)cc1C#N
21052	O=S(=O)(c1cc2cc(F)ccc2o1)N1CCOC[C@H]1C[C@H](O)c1ccccc1
18623	CC[C@H](C)CS(=O)(=O)N[C@@H](C)[C@@H](O)c1cccc(F)c1
28503	N#Cc1cc(F)cc(COc2ccc([N+](=O)[O-])cc2F)c1
14005	C[C@H](O)[C@H]1CCCN1C(=O)c1ccc(Oc2cccc(F)c2C#N)cc1
7349	C[C@@H](C[C@H](O)c1ccccc1)NC(=O)c1cc(C#N)cc(N(C)C)c1
28055	Cc1cc(Oc2ccc(C#N)cc2F)c(C)cc1N
35414	CC#CCN(C)Cc1ccc(S(C)(=O)=O)c(OC)c1
8867	CS(=O)(=O)c1ccc([C@@H](O)COc2cc(F)cc(C#N)c2)cc1
26746	O=C(CN1Cc2ccccc2C1=O)Nc1cc(F)ccc1Oc1ccccc1
1570	Cc1cc(S(=O)(=O)N[C@@H]2C[C@@H]2c2cccc(F)c2)ccc1C#N
6728	COc1cc(F)ccc1S(=O)(=O)NC[C@H](O)c1cccc(F)c1
16293	N#Cc1ccccc1S(=O)(=O)N[C@H]1C[C@H]1c1cccc(F)c1
23625	CS(=O)(=O)c1ccccc1CCNC(=O)Nc1ccc(F)cc1C#N
11721	CS(=O)(=O)CC(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2Cc1cc(F)ccc1C#N
29648	Cc1nc2n(n1)CCC[C@@H]2NS(=O)(=O)c1ccc(F)cc1C#N
1494	CS(=O)(=O)c1ccc(S(=O)(=O)N2CC(CC(F)F)C2)cc1F
16612	CS(=O)(=O)c1ccccc1N1CCC([C@@H](O)c2cc(F)ccc2F)CC1
31425	C[C@@H](NS(=O)(=O)c1ccc(C#N)cc1)[C@@H](O)c1cccc(F)c1
3942	COc1ccc(C#N)cc1NC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1
26909	C[C@H](N[C@@H]1C[C@@H](O)C1(C)C)c1ccc(S(C)(=O)=O)c(F)c1
17020	CCOc1cc(Oc2ccc(C#N)cc2F)ccc1N
14893	CCC[C@@H](NS(=O)(=O)c1ccc(F)cc1C#N)C(N)=O
11392	COc1cc([C@@H](C)NC(=O)c2ccc(F)cc2)ccc1S(C)(=O)=O
36287	Cc1cc(C#N)ccc1S(=O)(=O)N[C@@H]1CCOc2ccc(F)cc21
6669	Cc1cc(F)ccc1S(=O)(=O)N1CC[C@H]([C@H](C)O)C1
1800	N#Cc1ccc(S(=O)(=O)N2C[C@@]34CCCC[C@@]3(COC4)C2)cc1F
36948	C[C@@H]1CC(C)(C)CN1S(=O)(=O)c1ccc(F)cc1C#N
21936	CCOC(=O)[C@H](CCOc1cc(F)cc(C#N)c1)NC
5440	Cc1ccc([C@H](O)[C@H](C)N[C@@H]2CCS(=O)(=O)c3ccc(F)cc32)cc1
19127	Cc1cc(C#N)ccc1OS(=O)(=O)c1ccc(F)cc1Br
21110	C[C@@H](NC(=O)c1ncccc1S(C)(=O)=O)[C@H](O)c1cccc(F)c1
16944	COc1cc([C@H](C)N[C@H]2CC[C@@H](C)C2)ccc1S(C)(=O)=O
28003	C[C@H](NC(=O)CNS(=O)(=O)c1cccc(C#N)c1)[C@@H](O)c1cccc(F)c1
14285	N#Cc1cc(F)cc(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2Br)c1
35576	Cc1cc(C#N)cc(N2CC(c3ccc(F)cc3)C2)n1
36240	CC(=O)c1ccc(S(C)(=O)=O)c(N(C)CCC(C)(C)C)c1
32417	CCc1ccc(C(=O)Nc2cc(C#N)ccc2C)cc1S(C)(=O)=O
36432	Cc1cc(C#N)ccc1COc1ccc(F)cc1[C@@H](C)O
10098	CC(C)(Oc1cc2c(cc1-c1cc(F)cc(C#N)c1)CCO2)C(=O)O
24828	COc1cc(C#N)ccc1OS(=O)(=O)c1ccc(C#N)cc1F
25346	N#Cc1cc(F)cc(OCC(=O)NCc2ccc3c(c2)OCO3)c1
15133	CN(C)C1(CNS(=O)(=O)Cc2ccc(F)cc2C#N)CC1
1273	CS(=O)(=O)CC(=O)NCC1CN(Cc2cc(F)ccc2C#N)C1
6892	CC[C@@H](O)CN[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1
26483	CN([C@H]1CN2CCC1CC2)S(=O)(=O)c1cc(F)cc(C#N)c1
8126	CN[C@H](C)c1ccc(OCc2cc(F)cc(C#N)c2)cc1
5507	CN(C)c1cc(C#N)cc(C(=O)NC[C@H](O)c2cccc(F)c2)c1
34159	COc1ccc(S(=O)(=O)Oc2cccc(C#N)c2)c(C)c1F
18287	Cc1cc(C#N)ccc1S(=O)(=O)N1C[C@@H](O)C[C@H]1C
21597	CCc1cccc(C)c1NC(=O)COc1cc(F)cc(C#N)c1
15877	Cc1cc(C#N)cc(NC(=O)NC[C@@H](O)COc2cccc(F)c2)c1
17305	COc1cc(C#N)ccc1OCC(=O)Nc1cc(F)ccc1Oc1ccccc1
35547	Cc1cc(C#N)ccc1S(=O)(=O)N1CCC[C@H]1[C@@H](C#N)c1ccccc1
34165	Cc1ccc(C#N)cc1S(=O)(=O)Oc1ccc(C#N)cc1F
12090	COc1cccc(C(=O)/C=C/c2c(F)cc(C#N)cc2F)c1
147	C[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)CCC1(F)F
19696	COc1cc(N)c(C(=O)Nc2cc(F)ccc2C)cc1S(C)(=O)=O
18581	COc1ccc(C#N)cc1NS(=O)(=O)c1cc(F)ccc1C
22257	CCCCC(=O)N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1
2924	Cc1cc(/C=C/C(=O)c2ccc(F)cc2O)ccc1C#N
11480	C[C@H](N[C@H](C)[C@H](O)c1cccc(F)c1)c1ccc(S(C)(=O)=O)cc1
3902	C[C@H]1CS(=O)(=O)CCCN1S(=O)(=O)c1ccc(F)cc1C#N
3002	COc1cccc(CO)c1OCc1cc(F)cc(C#N)c1
37619	COc1cc([C@@H](C)N[C@H]2C[C@H](OC)C2)ccc1S(C)(=O)=O
10383	O=C(NCc1ccccc1Oc1cccc(F)c1)[C@H](F)c1ccccc1
3418	Cc1ccccc1CNS(=O)(=O)Cc1ccc(F)cc1C#N
31007	COc1ccc(F)cc1S(=O)(=O)N1CCN2C[C@H](O)C[C@H]2C1
13134	CC[C@H](O)CNS(=O)(=O)c1ccc(C(N)=O)cc1N
17046	COc1ccc(COc2cc(F)cc(CO)c2)cc1C#N
24327	C[C@@H]1C[C@H](NS(=O)(=O)c2ccc(F)cc2C#N)CS1
10272	CN(C)c1cc(C#N)cc(C(=O)OCC(=O)c2cccc(F)c2)c1
9162	CC1(C)[C@@H](CNS(=O)(=O)c2ccc(F)cc2C#N)[C@@H]1c1ccccc1
37229	N#Cc1cc(F)cc(OCC[C@@H](N)COCc2ccccc2)c1
30084	CC[C@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)[C@H](CC)CO1
30051	CS(=O)(=O)c1ccccc1-n1cc(NS(=O)(=O)c2cc(F)ccc2[N+](=O)[O-])cn1
23988	CC(=O)c1ccc(S(C)(=O)=O)c(NCC(=O)N2CCN(C)CC2)c1
277	CC(C)C[C@@H](O)CNS(=O)(=O)c1ccc(F)cc1C#N
31478	COc1ccc(C(=O)N2CC[C@@H](C)C[C@@H]2C)cc1S(C)(=O)=O
11801	C[C@@H]1C[C@H]1N1C[C@H](NS(=O)(=O)c2ccc(F)cc2C#N)CC1=O
2631	COc1cc(N)c(C(=O)N2CCc3ccc(F)cc32)cc1S(C)(=O)=O
3105	Cn1c(CNS(=O)(=O)c2ccc(F)cc2C#N)nc2cc(F)ccc21
25772	Cc1noc(C)c1S(=O)(=O)N1CCCN(Cc2ccc(F)cc2C#N)CC1
3271	CN(c1cccc(S(C)(=O)=O)c1)S(=O)(=O)c1ccc(F)cc1C#N
26893	CC(C)(Oc1ccc(C#N)cc1)C(=O)N[C@H]1C[C@H]1c1cccc(F)c1
8063	Cc1ccc(C(N)=O)c(NC(=O)c2cc(C#N)cc(N(C)C)c2)c1
38492	CO[C@H]1C[C@@H](Nc2c(N)ccc(F)c2C#N)C1
4761	CCOc1ccc(C#N)cc1N[C@H]1C[C@H](c2cc(F)cc(F)c2)C1
37778	N#Cc1cc(F)cc(OC[C@@H](O)COc2ccccc2C(F)(F)F)c1
18074	Cc1ccc(OCc2cc(F)cc(C#N)c2)c(Br)c1
18375	Cc1cc(C#N)ccc1S(=O)(=O)N[C@@H](C)[C@@H](O)c1ccccc1
34472	Cc1ccc([C@@H](O)[C@@H](C)NC(=O)c2cc(C#N)cc(N(C)C)c2)cc1
22440	Cc1cc(C(=O)N[C@H](C)[C@H](O)c2ccccc2)cc(C)c1C#N
4063	COC(=O)[C@H](CO)NS(=O)(=O)c1ccc(F)cc1C#N
26233	CC(C)[C@@H]1C[C@@H](CNS(=O)(=O)c2ccc(F)cc2C#N)CCO1
5643	CS(=O)(=O)c1ccc(C(=O)OCc2ccccc2C(N)=O)cc1[N+](=O)[O-]
36725	COc1cc([C@H](C)NC[C@@H](O)c2ccsc2)ccc1S(C)(=O)=O
19309	COc1cc([C@@H](C)N[C@@H](C(C)C)C(F)(F)F)ccc1S(C)(=O)=O
9921	C[C@H](NC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)c1cccc(C#N)c1
6832	N#Cc1cc(F)ccc1S(=O)(=O)Oc1cc(F)cc(Br)c1
3191	COc1cc(F)ccc1S(=O)(=O)NC[C@@H](O)c1ccsc1
35825	COc1cc(C)cc(CNS(=O)(=O)Cc2ccc(F)cc2C#N)c1
16911	CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC3(CC2)OCCO3)c1
22680	COc1ccc(F)cc1[C@H](C)Nc1cc(C#N)cc(C)n1
36335	COc1cc(CN2CC[C@@H]3C[C@@H]3C2)ccc1S(C)(=O)=O
1491	COc1ccc(C(=O)N2CC[C@](O)(CC#N)C2)cc1S(C)(=O)=O
11188	Cc1cc(F)cc(C#N)c1S(=O)(=O)Oc1ccc(C(=O)O)cc1
32966	COc1cccc(S(=O)(=O)Oc2cc(F)cc(C#N)c2)c1
2457	COc1cc(F)ccc1S(=O)(=O)NCc1ccc(C#N)c(F)c1
14935	Cc1cc(CN[C@@H]2CCc3ccc(F)cc32)ccc1S(C)(=O)=O
7810	N#Cc1cc(F)ccc1S(=O)(=O)N1CCN(CCO)CC1
18991	COc1ccc(OC)c2c1CN(S(=O)(=O)c1ccc(F)cc1C#N)C[C@H]2O
35296	CCn1nccc1/C=C/C(=O)c1ccc(S(C)(=O)=O)c(OC)c1
8428	Cc1c(C(=O)N[C@H](C)[C@H](O)c2ccc(F)cc2)sc2ccc(C#N)cc12
3601	CCC(=O)N1C[C@H](O)[C@@H](N(C)C(=O)c2coc3ccc(F)cc23)C1
33433	COc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)ccc1C#N
22651	Cc1cc(S(=O)(=O)N2C[C@@H](C)C[C@@H]2c2cccc(F)c2)ccc1C#N
6863	C[C@H](O)C[C@@H](C)NS(=O)(=O)c1ccc(F)cc1C#N
36136	COC1CCN(c2cc(C(C)=O)ccc2S(C)(=O)=O)CC1
26314	COc1cc(C#N)ccc1NC(=O)N[C@@H](C)[C@@H](O)c1cccc(F)c1
15483	CCOc1nc(Oc2cc(F)cc(C#N)c2)ccc1N
4468	CC[C@H](C#N)N(C)C(=O)c1ccc(F)c(S(C)(=O)=O)c1
40595	Cc1ccc([C@@H](O)[C@H](C)Nc2cc(F)ccc2C#N)cc1
21265	N#Cc1cc(F)ccc1S(=O)(=O)N1CCN(CC2CC2)CC1
30066	COc1cc(N)c(C(=O)N[C@H](C(=O)O)c2ccc(F)cc2)cc1S(C)(=O)=O
32344	CC(C)(C)C1CCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1
4185	COc1ccc(C#N)cc1CN1C[C@@H](O)C[C@H]1c1cccc(F)c1
14065	Cc1ccc(O[C@@H](C)CNS(=O)(=O)c2ccc(F)cc2C#N)cc1
5634	CS(=O)(=O)c1ccc(NC(=O)COc2ccccc2C#N)cc1C(F)F
5069	Cc1nc2ccc(S(=O)(=O)Oc3cc(F)cc(C#N)c3)cc2s1
38600	Cc1occc1C(=O)NCC(=O)N[C@@H](C)[C@@H](O)c1cccc(F)c1
599	CCOc1ccc(C#N)cc1NC(=O)N[C@@H](C)[C@@H](O)c1ccc(F)cc1
